interaction_id,user_id,song_id,play_count,liked,skipped,rating,device,session_duration_sec,timestamp,engagement_score,is_positive,age,gender,preferred_genre,preferred_language,song_name,artist,genre,language,duration_sec,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo_bpm
I019376,U0905,S0333,3,1,0,4,Mobile,720,45788.12291,6.3,1,26,Male,Indie,Hindi,Song_0333,Artist_024,R&B,Tamil,175,68,0.626,0.725,-9.3,0.264,0.421,0.834,0.582,0.79,144.2
I019377,U0502,S0032,2,1,0,1,Desktop,507,46161.30715,3.7,0,32,Male,Hip-Hop,Spanish,Song_0032,Artist_087,Lo-Fi,English,295,76,0.408,0.858,-12.29,0.04,0.418,0.602,0.295,0.232,151.22
I019378,U0799,S0368,6,1,1,4,Web,610,45712.7952,5.8,0,23,Male,Hip-Hop,Hindi,Song_0368,Artist_062,Classical,English,279,38,0.564,0.306,-9.36,0.154,0.054,0.601,0.616,0.226,147.14
I019379,U0857,S0434,2,1,0,2,Web,585,45796.33972,4.4,0,33,Male,Country,English,Song_0434,Artist_031,Pop,English,268,7,0.242,0.755,-6.34,0.094,0.462,0.774,0.058,0.566,70.82
I019380,U0229,S0215,3,0,0,3,Web,451,45849.53135,3.6,0,21,Male,Indie,English,Song_0215,Artist_053,Classical,Telugu,237,80,0.913,0.935,-8.72,0.032,0.948,0.121,0.535,0.863,152.02
I019381,U0100,S0442,4,1,0,3,Web,795,46090.80326,6.1,0,32,Male,Classical,English,Song_0442,Artist_001,Classical,English,183,27,0.577,0.737,-4.6,0.085,0.906,0.166,0.513,0.623,153.8
I019382,U0119,S0308,1,1,0,5,Mobile,827,46167.25322,6,1,50,Male,Electronic,Hindi,Song_0308,Artist_076,R&B,English,203,84,0.373,0.449,-11.13,0.069,0.169,0.184,0.529,0.261,113.65
I019383,U0069,S0279,2,1,0,5,Mobile,240,46035.3247,6.5,1,25,Female,Rock,Hindi,Song_0279,Artist_066,Electronic,English,330,88,0.683,0.976,-14.15,0.225,0.688,0.114,0.334,0.346,179.27
I019384,U0664,S0243,9,1,0,5,Mobile,481,45824.15365,10,1,27,Female,Pop,Tamil,Song_0243,Artist_042,Pop,Hindi,223,98,0.692,0.241,-6.53,0.158,0.097,0.611,0.478,0.448,121.22
I019385,U0792,S0286,4,1,0,3,Tablet,888,45992.57019,6.1,0,58,Male,Classical,Hindi,Song_0286,Artist_043,Country,Spanish,225,27,0.806,0.201,-11.03,0.191,0.641,0.082,0.77,0.512,75.35
I019386,U0221,S0070,5,1,0,5,Mobile,877,45778.48017,8,1,20,Male,Lo-Fi,Telugu,Song_0070,Artist_015,Indie,Tamil,341,52,0.885,0.862,-11.25,0.293,0.794,0.597,0.216,0.568,79.62
I019387,U0941,S0071,1,0,0,4,Desktop,262,45957.34053,3.3,0,35,Female,Rock,Telugu,Song_0071,Artist_079,Pop,Hindi,320,49,0.27,0.489,-7.15,0.241,0.193,0.311,0.244,0.309,163.05
I019388,U0223,S0111,5,1,0,5,Mobile,746,46098.0064,8,1,21,Male,Hip-Hop,English,Song_0111,Artist_090,Lo-Fi,Tamil,172,2,0.557,0.434,-11.4,0.259,0.887,0.123,0.097,0.477,142.9
I019389,U0677,S0158,5,1,0,4,Web,405,45818.72649,7.3,1,42,Female,Country,Hindi,Song_0158,Artist_084,Classical,Hindi,284,85,0.581,0.783,-8.5,0.299,0.194,0.242,0.25,0.587,147.19
I019390,U0954,S0037,2,1,0,3,Mobile,187,45725.23794,5.1,0,21,Female,Pop,Hindi,Song_0037,Artist_092,Country,English,356,52,0.308,0.173,-3.48,0.231,0.822,0.692,0.714,0.184,143.38
I019391,U0504,S0304,6,1,0,5,Mobile,747,46206.20034,8.5,1,23,Male,Classical,Telugu,Song_0304,Artist_048,R&B,English,249,31,0.577,0.241,-14.77,0.108,0.532,0.201,0.709,0.219,178.88
I019392,U0211,S0416,3,1,0,5,Desktop,214,45880.75844,7,1,59,Female,Electronic,Telugu,Song_0416,Artist_092,Classical,Spanish,186,25,0.801,0.73,-11.62,0.185,0.201,0.753,0.279,0.672,152.56
I019393,U0791,S0326,6,1,0,5,Web,640,45696.66563,8.5,1,58,Male,Lo-Fi,Hindi,Song_0326,Artist_073,Electronic,English,227,100,0.402,0.787,-3.93,0.102,0.758,0.694,0.606,0.426,125.28
I019394,U0931,S0035,2,1,1,5,Mobile,564,45993.78572,4.5,0,41,Female,Classical,English,Song_0035,Artist_031,Country,Tamil,187,27,0.283,0.254,-13.37,0.202,0.297,0.612,0.616,0.068,99.69
I019395,U0575,S0480,2,1,1,5,Web,61,45745.53322,4.5,0,38,Female,Indie,English,Song_0480,Artist_086,Lo-Fi,Hindi,151,30,0.693,0.408,-6.82,0.218,0.839,0.475,0.111,0.734,80.08
I019396,U0886,S0460,1,1,0,4,Tablet,478,45845.1865,5.3,1,55,Female,Jazz,English,Song_0460,Artist_013,Pop,Spanish,270,25,0.394,0.897,-11.25,0.289,0.453,0.547,0.633,0.697,75.38
I019397,U0882,S0324,7,1,0,4,Desktop,321,45891.3647,8.3,1,51,Male,Indie,Tamil,Song_0324,Artist_067,Pop,English,229,62,0.85,0.583,-12.05,0.043,0.537,0.1,0.634,0.864,147.35
I019398,U0262,S0416,1,0,0,4,Mobile,840,45879.72045,3.3,0,27,Female,Country,Spanish,Song_0416,Artist_092,Classical,Spanish,186,25,0.801,0.73,-11.62,0.185,0.201,0.753,0.279,0.672,152.56
I019399,U0518,S0059,3,0,0,2,Web,80,46226.99733,2.9,0,36,Female,Electronic,English,Song_0059,Artist_098,Indie,English,330,84,0.736,0.852,-2.59,0.127,0.015,0.898,0.59,0.689,81.4
I019400,U0248,S0374,6,0,1,4,Mobile,614,45781.08499,3.8,0,16,Female,Lo-Fi,Telugu,Song_0374,Artist_046,Country,English,332,33,0.374,0.422,-7.36,0.28,0.846,0.184,0.629,0.865,161.34
I019401,U0741,S0419,5,1,1,5,Mobile,103,45963.31002,6,0,23,Female,Hip-Hop,English,Song_0419,Artist_090,Country,English,280,52,0.469,0.733,-12.56,0.118,0.65,0.628,0.402,0.553,102.57
I019402,U0798,S0368,3,1,0,2,Mobile,793,46115.75031,4.9,0,31,Female,Jazz,Telugu,Song_0368,Artist_062,Classical,English,279,38,0.564,0.306,-9.36,0.154,0.054,0.601,0.616,0.226,147.14
I019403,U0257,S0400,3,1,1,5,Mobile,701,46084.29617,5,0,22,Male,Indie,Tamil,Song_0400,Artist_005,Jazz,English,304,5,0.901,0.855,-7.35,0.298,0.421,0.548,0.624,0.977,113.33
I019404,U0063,S0375,1,1,0,3,Desktop,32,45685.17181,4.6,0,19,Male,Indie,Telugu,Song_0375,Artist_025,Jazz,Tamil,161,13,0.869,0.246,-12.74,0.196,0.498,0.222,0.671,0.251,134.78
I019405,U0392,S0371,1,1,0,4,Mobile,699,46217.53458,5.3,1,57,Female,Pop,Telugu,Song_0371,Artist_015,Classical,Telugu,336,19,0.303,0.612,-5.58,0.11,0.131,0.712,0.575,0.824,169.38
I019406,U0540,S0207,3,0,1,1,Mobile,261,45973.62575,0.2,0,45,Female,R&B,Hindi,Song_0207,Artist_081,R&B,English,174,83,0.869,0.379,-10.58,0.185,0.37,0.477,0.136,0.631,68.91
I019407,U0857,S0361,4,0,0,4,Mobile,60,46181.57981,4.8,0,33,Male,Country,English,Song_0361,Artist_003,Jazz,English,236,58,0.536,0.703,-13.14,0.291,0.163,0.005,0.251,0.435,159.87
I019408,U0417,S0436,2,0,0,2,Mobile,634,46186.5984,2.4,0,43,Female,R&B,Hindi,Song_0436,Artist_089,Country,Hindi,163,42,0.312,0.434,-8.39,0.207,0.351,0.837,0.257,0.61,174.11
I019409,U0053,S0066,6,0,0,1,Web,425,45977.4794,3.7,0,23,Male,Indie,Hindi,Song_0066,Artist_076,Electronic,English,229,44,0.254,0.733,-13.13,0.101,0.736,0.814,0.483,0.298,61.86
I019410,U0764,S0262,6,1,0,4,Desktop,407,45984.40723,7.8,1,49,Female,Rock,Tamil,Song_0262,Artist_054,Rock,Hindi,256,49,0.358,0.541,-12.05,0.204,0.926,0.374,0.322,0.547,85.11
I019411,U0038,S0270,3,1,0,3,Web,359,45997.95257,5.6,0,22,Female,Electronic,English,Song_0270,Artist_066,Pop,English,239,88,0.854,0.975,-3.4,0.042,0.654,0.329,0.344,0.826,101.33
I019412,U0308,S0233,5,1,0,4,Mobile,407,46094.69882,7.3,1,45,Male,Indie,English,Song_0233,Artist_012,Country,Telugu,243,93,0.775,0.417,-7.13,0.049,0.845,0.708,0.356,0.797,112.55
I019413,U0846,S0157,4,0,0,5,Mobile,57,45946.14005,5.5,0,29,Female,Pop,English,Song_0157,Artist_085,R&B,Telugu,192,93,0.656,0.416,-3.72,0.277,0.044,0.699,0.166,0.414,138.54
I019414,U0651,S0106,3,0,0,4,Mobile,214,45719.8806,4.3,0,30,Other,Rock,English,Song_0106,Artist_081,Indie,Hindi,360,29,0.864,0.364,-13.54,0.152,0.245,0.435,0.057,0.397,73.83
I019415,U0898,S0154,5,0,0,2,Tablet,187,45676.7636,3.9,0,48,Male,Pop,Telugu,Song_0154,Artist_089,Indie,English,181,61,0.979,0.728,-10.76,0.198,0.15,0.715,0.343,0.571,89.56
I019416,U0053,S0018,4,0,1,5,Mobile,760,46210.4869,3.5,0,23,Male,Indie,Hindi,Song_0018,Artist_028,Hip-Hop,English,248,72,0.303,0.84,-3.96,0.052,0.131,0.884,0.306,0.098,130.15
I019417,U0606,S0495,3,1,0,4,Mobile,290,45977.71488,6.3,1,19,Female,Country,Telugu,Song_0495,Artist_018,Rock,Telugu,199,86,0.651,0.712,-10.73,0.104,0.584,0.484,0.736,0.774,82.34
I019418,U0606,S0260,4,0,0,5,Mobile,249,45819.86042,5.5,0,19,Female,Country,Telugu,Song_0260,Artist_037,Rock,English,269,22,0.61,0.855,-9.71,0.226,0.534,0.364,0.713,0.385,164.4
I019419,U0452,S0485,5,1,0,4,Web,180,45945.73199,7.3,1,41,Female,Rock,Tamil,Song_0485,Artist_034,Jazz,Hindi,159,81,0.782,0.672,-11.96,0.074,0.388,0.564,0.665,0.097,187.18
I019420,U0461,S0313,4,1,0,4,Mobile,37,45896.267,6.8,1,20,Male,Jazz,Spanish,Song_0313,Artist_038,Rock,English,159,37,0.648,0.315,-9.6,0.232,0.143,0.626,0.639,0.566,145.78
I019421,U0775,S0119,4,1,0,5,Web,825,46188.348,7.5,1,57,Female,Pop,Telugu,Song_0119,Artist_077,R&B,Hindi,175,7,0.336,0.324,-13.11,0.218,0.825,0.263,0.137,0.398,69.63
I019422,U0486,S0309,3,1,0,4,Web,114,46058.39622,6.3,1,52,Female,Rock,Hindi,Song_0309,Artist_072,Indie,Telugu,211,79,0.362,0.225,-6.14,0.061,0.594,0.301,0.268,0.339,93.34
I019423,U0835,S0102,4,0,0,3,Tablet,496,46179.92894,4.1,0,41,Female,Electronic,Hindi,Song_0102,Artist_089,Lo-Fi,Hindi,278,30,0.873,0.482,-6.81,0.162,0.061,0.554,0.407,0.757,147.23
I019424,U0137,S0025,3,1,0,3,Web,752,46001.8228,5.6,0,30,Female,Country,Tamil,Song_0025,Artist_086,Electronic,English,318,33,0.601,0.274,-2.52,0.234,0.484,0.431,0.304,0.388,100.58
I019425,U0974,S0431,2,1,1,3,Mobile,146,45947.87598,3.1,0,50,Male,Hip-Hop,English,Song_0431,Artist_085,Jazz,English,255,66,0.753,0.854,-12.66,0.062,0.235,0.555,0.543,0.3,93.74
I019426,U0372,S0180,4,0,0,5,Tablet,67,45960.67494,5.5,0,22,Female,Indie,Hindi,Song_0180,Artist_046,Jazz,Telugu,341,54,0.869,0.196,-11.32,0.133,0.549,0.295,0.228,0.325,162.22
I019427,U0959,S0477,7,0,0,5,Desktop,837,45727.979,7,0,59,Male,Jazz,Spanish,Song_0477,Artist_060,Hip-Hop,English,276,12,0.215,0.521,-8.39,0.21,0.547,0.313,0.796,0.527,173.02
I019428,U0256,S0162,2,0,0,2,Web,456,45753.79816,2.4,0,50,Male,R&B,English,Song_0162,Artist_045,R&B,English,163,23,0.91,0.187,-2.38,0.185,0.832,0.411,0.659,0.179,87.35
I019429,U0395,S0400,5,1,0,4,Mobile,83,45938.69389,7.3,1,58,Male,Electronic,English,Song_0400,Artist_005,Jazz,English,304,5,0.901,0.855,-7.35,0.298,0.421,0.548,0.624,0.977,113.33
I019430,U0037,S0485,5,1,0,5,Mobile,399,45854.99169,8,1,52,Male,R&B,Telugu,Song_0485,Artist_034,Jazz,Hindi,159,81,0.782,0.672,-11.96,0.074,0.388,0.564,0.665,0.097,187.18
I019431,U0654,S0350,3,1,0,4,Desktop,219,45832.51955,6.3,1,18,Male,R&B,Telugu,Song_0350,Artist_084,R&B,Telugu,162,8,0.268,0.445,-3.85,0.116,0.445,0.381,0.536,0.288,77.01
I019432,U0147,S0215,5,0,1,3,Web,746,46031.33787,2.6,0,52,Male,Electronic,English,Song_0215,Artist_053,Classical,Telugu,237,80,0.913,0.935,-8.72,0.032,0.948,0.121,0.535,0.863,152.02
I019433,U0008,S0383,4,1,0,3,Mobile,835,46006.52396,6.1,0,34,Male,Jazz,English,Song_0383,Artist_091,Pop,Tamil,193,10,0.55,0.581,-7.18,0.249,0.553,0.428,0.651,0.454,154.35
I019434,U0251,S0124,3,0,0,5,Mobile,339,45861.95979,5,0,40,Male,Classical,English,Song_0124,Artist_092,Rock,English,204,16,0.55,0.327,-4.07,0.123,0.27,0.892,0.744,0.691,187.45
I019435,U0647,S0292,3,0,0,3,Tablet,784,45848.77227,3.6,0,35,Male,Country,English,Song_0292,Artist_032,Rock,Tamil,198,36,0.941,0.532,-6.6,0.249,0.174,0.586,0.2,0.458,126.96
I019436,U0571,S0156,4,1,0,2,Mobile,558,46158.34755,5.4,0,29,Male,Classical,Telugu,Song_0156,Artist_031,Jazz,Telugu,231,23,0.281,0.378,-2.97,0.262,0.473,0.766,0.147,0.534,62.72
I019437,U0635,S0193,7,1,0,4,Mobile,875,45892.44626,8.3,1,59,Female,Lo-Fi,English,Song_0193,Artist_082,Hip-Hop,English,335,68,0.272,0.796,-9.12,0.025,0.595,0.644,0.165,0.529,80.26
I019438,U0447,S0328,6,1,0,5,Desktop,645,46149.81104,8.5,1,45,Female,Lo-Fi,English,Song_0328,Artist_020,Jazz,Telugu,303,52,0.353,0.551,-11.53,0.143,0.016,0.852,0.695,0.702,182.41
I019439,U0263,S0053,3,1,1,5,Mobile,887,45880.77497,5,0,20,Male,Rock,English,Song_0053,Artist_095,Jazz,English,347,85,0.587,0.17,-11.72,0.163,0.182,0.292,0.066,0.726,106.05
I019440,U0632,S0170,4,1,0,3,Mobile,158,45914.54086,6.1,0,48,Female,Pop,Spanish,Song_0170,Artist_097,Classical,English,298,25,0.547,0.309,-5.33,0.058,0.578,0.64,0.119,0.972,167.5
I019441,U0439,S0335,3,0,0,4,Web,647,45951.68122,4.3,0,41,Female,Electronic,Spanish,Song_0335,Artist_067,Hip-Hop,Spanish,194,66,0.348,0.923,-13.3,0.259,0.557,0.658,0.602,0.637,79.08
I019442,U0259,S0098,3,1,1,4,Mobile,95,45761.22455,4.3,0,41,Female,Electronic,Telugu,Song_0098,Artist_055,Hip-Hop,English,299,18,0.337,0.621,-6.91,0.126,0.142,0.37,0.432,0.65,111.53
I019443,U0323,S0147,4,0,0,4,Desktop,140,45861.55698,4.8,0,19,Other,Classical,English,Song_0147,Artist_049,Pop,English,246,100,0.843,0.216,-5.51,0.041,0.69,0.192,0.567,0.522,120.39
I019444,U0530,S0300,5,1,0,5,Mobile,42,46228.22104,8,1,39,Female,Hip-Hop,Hindi,Song_0300,Artist_028,Jazz,Telugu,267,56,0.804,0.425,-14.44,0.131,0.261,0.051,0.337,0.058,121.94
I019445,U0301,S0030,4,1,0,5,Web,258,45736.3167,7.5,1,22,Male,Pop,Tamil,Song_0030,Artist_038,Country,Hindi,307,57,0.325,0.192,-11.11,0.126,0.077,0.079,0.031,0.187,137.56
I019446,U0865,S0074,2,0,0,2,Mobile,429,45868.93473,2.4,0,54,Male,Rock,Hindi,Song_0074,Artist_013,Pop,Hindi,336,58,0.793,0.766,-14.57,0.046,0.646,0.624,0.593,0.759,116.94
I019447,U0485,S0172,6,1,0,3,Mobile,418,46182.76515,7.1,0,58,Male,Jazz,English,Song_0172,Artist_015,Electronic,Spanish,337,12,0.304,0.45,-10.88,0.252,0.548,0.102,0.769,0.336,151.51
I019448,U0092,S0373,6,1,0,3,Desktop,377,45843.02068,7.1,0,22,Male,R&B,English,Song_0373,Artist_079,Jazz,Telugu,280,50,0.415,0.388,-8.26,0.253,0.776,0.645,0.182,0.717,104.4
I019449,U0164,S0411,1,0,1,3,Mobile,116,45994.69145,0.6,0,43,Male,Country,Hindi,Song_0411,Artist_065,Country,Telugu,280,42,0.26,0.401,-9.67,0.115,0.378,0.402,0.293,0.79,70.25
I019450,U0656,S0084,4,1,0,4,Tablet,247,46006.24961,6.8,1,38,Male,R&B,English,Song_0084,Artist_077,Electronic,Hindi,345,19,0.759,0.582,-2.67,0.281,0.048,0.884,0.44,0.659,118.06
I019451,U0335,S0473,7,0,1,5,Mobile,428,45835.31515,5,0,44,Male,Electronic,English,Song_0473,Artist_027,Pop,English,200,18,0.35,0.158,-9.98,0.024,0.245,0.751,0.412,0.262,128.58
I019452,U0925,S0073,5,0,0,5,Mobile,374,45803.20524,6,0,45,Female,Jazz,English,Song_0073,Artist_039,Electronic,Telugu,270,66,0.411,0.69,-13.77,0.274,0.441,0.071,0.52,0.208,96.79
I019453,U0315,S0232,6,0,0,5,Mobile,571,46193.28115,6.5,0,49,Male,Pop,English,Song_0232,Artist_015,R&B,English,261,4,0.878,0.76,-13.87,0.079,0.288,0.113,0.284,0.705,120.78
I019454,U0914,S0290,4,1,0,4,Web,877,45943.57706,6.8,1,51,Female,Hip-Hop,Spanish,Song_0290,Artist_052,Indie,English,280,94,0.725,0.689,-4.69,0.097,0.4,0.888,0.05,0.173,111.05
I019455,U0945,S0127,6,0,0,4,Mobile,859,46194.3716,5.8,0,29,Male,Jazz,English,Song_0127,Artist_067,Rock,English,218,60,0.297,0.684,-11.27,0.117,0.651,0.056,0.636,0.545,83.33
I019456,U0238,S0085,5,1,0,5,Web,318,46035.27256,8,1,34,Male,R&B,Hindi,Song_0085,Artist_080,Jazz,Hindi,355,82,0.48,0.181,-8.67,0.264,0.857,0.808,0.522,0.937,119.49
I019457,U0686,S0254,8,1,0,4,Mobile,636,45726.73898,8.8,1,50,Male,Classical,English,Song_0254,Artist_040,Rock,Tamil,326,39,0.878,0.312,-2.91,0.168,0.843,0.428,0.448,0.682,98.33
I019458,U0083,S0152,6,1,0,4,Web,326,46120.55587,7.8,1,41,Female,Country,English,Song_0152,Artist_062,Country,English,152,11,0.407,0.947,-11.98,0.246,0.371,0.55,0.103,0.312,185.31
I019459,U0669,S0312,3,1,1,3,Mobile,595,46214.75527,3.6,0,51,Male,Classical,English,Song_0312,Artist_004,Country,Spanish,174,16,0.898,0.234,-4.56,0.052,0.704,0.122,0.049,0.487,74.22
I019460,U0966,S0007,7,0,1,3,Web,272,45704.14895,3.6,0,52,Male,Classical,English,Song_0007,Artist_056,Hip-Hop,English,331,86,0.6,0.258,-8.39,0.282,0.276,0.659,0.547,0.057,174.28
I019461,U0109,S0452,6,1,1,4,Mobile,69,45823.91476,5.8,0,43,Male,Jazz,English,Song_0452,Artist_099,Lo-Fi,English,161,82,0.227,0.963,-3.91,0.175,0.128,0.159,0.077,0.401,92.39
I019462,U0178,S0307,3,0,1,4,Desktop,883,46088.56666,2.3,0,56,Male,Country,English,Song_0307,Artist_063,Country,Spanish,338,53,0.961,0.163,-9.79,0.152,0.266,0.471,0.351,0.972,120.11
I019463,U0250,S0136,5,0,0,5,Web,386,46082.00576,6,0,43,Female,Pop,Hindi,Song_0136,Artist_072,Lo-Fi,Hindi,268,77,0.684,0.76,-3.89,0.026,0.469,0.361,0.144,0.134,88.44
I019464,U0765,S0184,3,0,0,4,Desktop,115,45895.32292,4.3,0,33,Female,Rock,English,Song_0184,Artist_090,Rock,English,190,69,0.815,0.753,-9.76,0.142,0.339,0.357,0.557,0.74,92.35
I019465,U0567,S0461,5,1,0,4,Mobile,234,46074.18278,7.3,1,54,Female,Lo-Fi,Spanish,Song_0461,Artist_017,Classical,English,281,69,0.91,0.702,-7.39,0.06,0.396,0.518,0.301,0.37,189.54
I019466,U0667,S0314,5,1,1,4,Mobile,213,46229.69956,5.3,0,23,Female,Pop,Tamil,Song_0314,Artist_027,Indie,English,267,21,0.474,0.98,-11.31,0.232,0.84,0.108,0.039,0.834,101.48
I019467,U0903,S0341,7,1,0,4,Mobile,366,46127.92193,8.3,1,19,Female,Hip-Hop,Hindi,Song_0341,Artist_076,Pop,English,352,41,0.648,0.798,-7.31,0.174,0.061,0.836,0.664,0.64,163.09
I019468,U0091,S0227,6,0,0,4,Tablet,274,46042.06881,5.8,0,40,Male,Pop,English,Song_0227,Artist_075,Rock,Hindi,217,43,0.309,0.581,-11.64,0.156,0.807,0.866,0.516,0.915,167.62
I019469,U0339,S0325,2,1,0,5,Tablet,880,45988.58569,6.5,1,36,Male,R&B,Hindi,Song_0325,Artist_024,Electronic,English,220,36,0.557,0.368,-9.72,0.276,0.663,0.366,0.529,0.526,178.51
I019470,U0638,S0244,6,1,0,4,Mobile,787,45888.4656,7.8,1,60,Male,Lo-Fi,English,Song_0244,Artist_062,R&B,Tamil,258,1,0.219,0.468,-4.87,0.24,0.696,0.886,0.789,0.869,179.32
I019471,U0849,S0264,5,1,1,4,Mobile,731,45815.95084,5.3,0,60,Male,Hip-Hop,Hindi,Song_0264,Artist_049,Electronic,Hindi,158,73,0.622,0.765,-5.93,0.18,0.344,0.033,0.451,0.079,72.15
I019472,U0169,S0450,6,1,0,4,Mobile,817,45725.88933,7.8,1,45,Male,Lo-Fi,Hindi,Song_0450,Artist_022,R&B,English,264,69,0.654,0.873,-2.49,0.047,0.379,0.813,0.678,0.891,107.37
I019473,U0139,S0251,5,1,1,4,Web,598,45665.2405,5.3,0,41,Male,Classical,Telugu,Song_0251,Artist_093,Hip-Hop,Telugu,166,35,0.733,0.704,-9.3,0.231,0.552,0.468,0.39,0.282,184.35
I019474,U0517,S0408,1,1,0,4,Mobile,202,45756.90838,5.3,1,40,Female,Pop,Spanish,Song_0408,Artist_073,Hip-Hop,English,160,97,0.338,0.235,-2.76,0.28,0.811,0.813,0.12,0.617,144.12
I019475,U0578,S0170,4,1,0,1,Mobile,559,45928.51954,4.7,0,26,Female,R&B,Tamil,Song_0170,Artist_097,Classical,English,298,25,0.547,0.309,-5.33,0.058,0.578,0.64,0.119,0.972,167.5
I019476,U0623,S0054,4,0,0,4,Web,596,45707.4831,4.8,0,43,Female,Hip-Hop,Hindi,Song_0054,Artist_095,Country,Spanish,314,2,0.206,0.488,-8.62,0.064,0.416,0.88,0.235,0.15,146.01
I019477,U0184,S0400,5,1,0,1,Web,518,46089.10546,5.2,0,24,Male,Jazz,English,Song_0400,Artist_005,Jazz,English,304,5,0.901,0.855,-7.35,0.298,0.421,0.548,0.624,0.977,113.33
I019478,U0780,S0132,2,1,0,5,Desktop,562,45862.37664,6.5,1,25,Female,Classical,English,Song_0132,Artist_022,Hip-Hop,Telugu,246,5,0.432,0.249,-12.31,0.024,0.221,0.606,0.711,0.913,184.61
I019479,U0170,S0315,3,1,0,5,Mobile,612,45920.02603,7,1,26,Male,Jazz,Spanish,Song_0315,Artist_009,Jazz,Telugu,357,79,0.85,0.152,-11.31,0.247,0.557,0.208,0.256,0.497,159.73
I019480,U0362,S0094,2,0,0,4,Desktop,503,46184.57993,3.8,0,24,Female,Pop,Hindi,Song_0094,Artist_099,Lo-Fi,English,274,24,0.696,0.954,-4.65,0.2,0.029,0.017,0.07,0.416,81.93
I019481,U0244,S0046,5,0,0,4,Mobile,145,46192.53964,5.3,0,55,Male,R&B,Hindi,Song_0046,Artist_099,Rock,Hindi,321,52,0.608,0.39,-13.66,0.174,0.531,0.283,0.633,0.721,63.94
I019482,U0843,S0350,3,1,1,5,Mobile,545,45806.89983,5,0,41,Male,Electronic,English,Song_0350,Artist_084,R&B,Telugu,162,8,0.268,0.445,-3.85,0.116,0.445,0.381,0.536,0.288,77.01
I019483,U0138,S0099,7,0,0,5,Desktop,312,46143.81775,7,0,30,Female,Rock,English,Song_0099,Artist_039,R&B,English,181,57,0.876,0.463,-7.98,0.119,0.522,0.017,0.632,0.689,70.12
I019484,U0028,S0234,5,1,0,4,Web,216,46188.51929,7.3,1,59,Female,Rock,Telugu,Song_0234,Artist_097,Pop,English,317,41,0.591,0.179,-14.26,0.213,0.8,0.016,0.47,0.272,118.43
I019485,U0519,S0269,6,1,0,4,Mobile,743,45862.91427,7.8,1,51,Female,Lo-Fi,English,Song_0269,Artist_021,Country,English,168,49,0.403,0.485,-12.54,0.162,0.465,0.703,0.483,0.109,188.33
I019486,U0398,S0037,1,1,0,5,Tablet,305,45943.08164,6,1,23,Male,Classical,Telugu,Song_0037,Artist_092,Country,English,356,52,0.308,0.173,-3.48,0.231,0.822,0.692,0.714,0.184,143.38
I019487,U0333,S0438,2,1,0,5,Mobile,574,45773.40634,6.5,1,52,Male,Jazz,English,Song_0438,Artist_001,Electronic,Hindi,289,59,0.767,0.616,-8.04,0.19,0.597,0.071,0.615,0.781,62.88
I019488,U0965,S0433,5,1,0,5,Web,731,45866.64839,8,1,16,Male,Country,English,Song_0433,Artist_034,Indie,Telugu,184,83,0.307,0.552,-14.29,0.236,0.588,0.576,0.097,0.713,64.17
I019489,U0317,S0497,5,1,1,2,Tablet,90,45768.19331,3.9,0,45,Female,Indie,Telugu,Song_0497,Artist_017,Lo-Fi,English,169,83,0.776,0.746,-8.78,0.066,0.025,0.264,0.148,0.575,124.52
I019490,U0563,S0075,2,1,1,4,Mobile,66,46051.89549,3.8,0,36,Female,Country,English,Song_0075,Artist_081,Lo-Fi,Tamil,172,90,0.763,0.176,-8.51,0.151,0.477,0.706,0.737,0.769,106.15
I019491,U0426,S0058,5,1,0,3,Tablet,356,45954.23859,6.6,0,49,Female,Classical,Tamil,Song_0058,Artist_056,Jazz,English,170,98,0.508,0.814,-10.08,0.179,0.819,0.316,0.287,0.108,150.54
I019492,U0136,S0019,6,0,1,4,Web,161,46152.90484,3.8,0,24,Male,Pop,Hindi,Song_0019,Artist_049,Electronic,Hindi,211,21,0.405,0.534,-9.23,0.244,0.027,0.359,0.242,0.926,76.77
I019493,U0690,S0402,6,1,0,1,Mobile,726,46207.78729,5.7,0,40,Female,Jazz,English,Song_0402,Artist_055,Jazz,Tamil,256,18,0.964,0.817,-9.46,0.034,0.605,0.203,0.655,0.527,177.78
I019494,U0641,S0188,5,1,0,5,Mobile,849,45885.88941,8,1,36,Female,Electronic,Hindi,Song_0188,Artist_028,Electronic,Hindi,304,58,0.258,0.588,-13.48,0.129,0.792,0.214,0.406,0.307,117.1
I019495,U0709,S0401,4,1,0,5,Web,232,46007.21186,7.5,1,56,Other,Indie,English,Song_0401,Artist_053,Hip-Hop,English,202,21,0.93,0.599,-13.2,0.205,0.887,0.161,0.3,0.881,73.85
I019496,U0267,S0139,2,1,0,3,Desktop,630,45930.66719,5.1,0,56,Female,Pop,Spanish,Song_0139,Artist_006,Classical,Telugu,306,50,0.69,0.705,-12.28,0.041,0.713,0.245,0.233,0.607,95.89
I019497,U0107,S0143,5,0,1,4,Mobile,66,46018.47699,3.3,0,54,Female,Country,Telugu,Song_0143,Artist_010,Country,English,216,28,0.797,0.151,-8.87,0.107,0.628,0.303,0.641,0.155,185.59
